Community_ID,Community_Name,State,Country,Population,Population_Density,Average_Monthly_Waste_Generated_Tons,Waste_Collection_Frequency_Per_Week,Illegal_Dumping_Reports,Blocked_Drainage_Incidents,Flood_Incidents_Last_Year,Distance_To_Waste_Disposal_Site_KM,Environmental_Complaints,Sanitation_Awareness_Score,Waste_Recycling_Rate,Economic_Status_Index,Infrastructure_Quality_Score,Year_Data_Collected,Risk_Level,Hotspot_Status,Risk_Score _Original,EcoTrack_Risk_Category_Original,Risk_Score_Corrected,EcoTrack_Risk_Category_Corrected,Date,Early_Warning_Flag,Collection_Gap_Flag,Disposal_Acess_Flag
822,New District 179,Kano,Nigeria,38176,440,14.74,1,16,7,4,70,45,21,8,1,50,2023,High,Yes,15.1,High Risk,0.62756917,Medium,26/07/2023,Stable,Adequate,Structural Hotspot
823,West District 173,Kaduna,Nigeria,47166,169,15.77,1,15,7,4,79.4,36,44,18,1,45,2024,High,No,13.4,Medium Risk,0.588667568,Medium,15/11/2024,Stable,Underserved,Standard
824,Old District 105,FCT,Nigeria,82558,474,26.79,2,9,4,0,23.6,17,55,27,6,85,2023,Medium,No,6.7,Low Risk,0.254181402,Low,13/12/2023,Stable,Adequate,Standard
825,Central Market 158,Enugu,Nigeria,62588,231,18.88,1,15,8,3,43.9,34,43,36,4,55,2022,High,Yes,13.1,Medium Risk,0.574881683,Medium,9/5/2022,Stable,Underserved,Standard
826,Central Market 172,Plateau,Nigeria,49659,202,11.42,1,16,5,4,79.7,48,10,11,3,48,2023,High,Yes,15.05,High Risk,0.590009361,Medium,25/09/2023,Stable,Adequate,Structural Hotspot
827,New Village 88,Oyo,Nigeria,26422,412,9.44,1,13,6,2,17.8,29,27,31,5,60,2024,High,No,10.9,Medium Risk,0.45458446,Low,23/03/2024,Stable,Adequate,Standard
828,East Area 119,Bauchi,Nigeria,49087,254,16.36,1,17,8,6,62.9,54,31,24,2,40,2024,High,Yes,17.55,High Risk,0.751698045,Critical,23/11/2024,At Risk,Underserved,Structural Hotspot
829,East Gate 26,Imo,Nigeria,44202,117,16.26,1,15,5,1,25.5,25,33,0,4,50,2022,High,Yes,10.5,Medium Risk,0.420515654,Low,16/12/2022,Stable,Underserved,Standard
830,New Village 34,Lagos,Nigeria,68551,755,23.97,2,10,4,4,26.7,33,60,47,5,80,2023,Medium,No,10.45,Medium Risk,0.436504057,Low,24/03/2023,Stable,Adequate,Standard
831,South Village 162,Kaduna,Nigeria,20855,251,5.24,1,15,8,4,21.1,43,21,33,1,45,2022,High,No,14.7,High Risk,0.629815893,High,16/07/2022,Stable,Adequate,Standard
832,West Village 188,Oyo,Nigeria,28107,159,6.9,1,13,7,4,21.1,38,36,1,10,60,2023,High,Yes,13,Medium Risk,0.563495943,Medium,19/03/2023,Stable,Adequate,Standard
833,New Park 136,Kaduna,Nigeria,33446,172,13.48,1,17,7,5,43,52,12,28,5,45,2024,High,Yes,16.75,High Risk,0.692457614,High,18/02/2024,Stable,Adequate,Standard
834,North Village 194,Kano,Nigeria,48589,154,11.99,1,15,7,4,15.3,30,49,25,5,50,2024,High,Yes,12.5,Medium Risk,0.572878094,Medium,15/09/2024,Stable,Adequate,Standard
835,Old Park 37,Kano,Nigeria,24900,164,6.85,1,16,8,6,47.5,51,34,25,2,50,2023,High,Yes,16.75,High Risk,0.728585916,Critical,15/07/2023,Stable,Adequate,Standard
836,East Area 2,Bauchi,Nigeria,44578,280,12.97,1,17,9,5,32.6,49,14,5,2,40,2024,High,Yes,16.8,High Risk,0.730017423,Critical,6/9/2024,Stable,Adequate,Standard
837,North Estate 72,Bauchi,Nigeria,54273,455,14.78,1,17,9,5,67.2,44,38,28,1,40,2024,High,Yes,16.05,High Risk,0.716859528,Critical,18/02/2024,At Risk,Adequate,Structural Hotspot
838,West Village 134,Rivers,Nigeria,24176,229,6.84,2,9,4,3,37.5,30,41,33,2,65,2022,Medium,No,9.4,Medium Risk,0.382141928,Low,13/12/2022,Stable,Adequate,Standard
839,New Park 181,Akwa Ibom,Nigeria,41771,91,11.55,1,15,8,3,78.7,34,32,10,5,52,2023,High,Yes,13.1,Medium Risk,0.574881683,Medium,7/9/2023,Stable,Adequate,Standard
840,Central Park 129,Akwa Ibom,Nigeria,22463,161,6.64,1,17,7,4,64.8,36,48,14,4,52,2022,High,No,14.1,High Risk,0.619102351,Medium,18/07/2022,Stable,Adequate,Structural Hotspot
841,New Quarter 36,Bauchi,Nigeria,49265,148,14.01,1,15,8,4,75.1,39,28,9,1,40,2023,High,Yes,14.1,High Risk,0.619289578,Medium,11/10/2023,At Risk,Adequate,Standard
842,Old Area 8,Borno,Nigeria,12417,184,5,1,19,7,4,17.1,43,24,28,2,35,2024,High,Yes,15.85,High Risk,0.667958186,High,1/2/2024,Stable,Adequate,Standard
843,Old Area 59,Oyo,Nigeria,51726,302,12.59,2,14,6,3,33.8,36,36,16,4,60,2023,High,No,12.55,Medium Risk,0.519472904,Medium,15/11/2023,Stable,Adequate,Standard
844,West District 96,Bauchi,Nigeria,41689,124,11.43,1,19,8,5,18.2,48,26,27,4,40,2024,High,Yes,17.1,High Risk,0.735093353,Critical,28/08/2024,Stable,Adequate,Standard
845,South Estate 164,Akwa Ibom,Nigeria,22826,159,8.04,1,17,8,1,51.5,23,42,31,7,52,2023,High,Yes,11.65,Medium Risk,0.513869097,Medium,27/04/2023,Stable,Adequate,Standard
846,Central Area 89,Kano,Nigeria,72758,145,24.05,1,18,9,5,23.4,51,10,30,1,50,2023,High,No,17.45,High Risk,0.750497972,Critical,24/03/2023,Stable,Underserved,Standard
847,South Quarter 143,Borno,Nigeria,43533,88,12.5,1,19,8,6,69.4,51,33,21,1,35,2022,High,Yes,17.8,High Risk,0.77423809,Critical,9/11/2022,At Risk,Adequate,Structural Hotspot
848,New District 112,Borno,Nigeria,22957,347,7.03,1,18,8,6,51,49,37,37,2,35,2023,High,Yes,17.15,High Risk,0.753757541,Critical,27/10/2023,At Risk,Adequate,Standard
849,North Market 47,Kano,Nigeria,37391,134,9.13,1,18,6,2,77.8,26,55,31,5,50,2024,High,Yes,12.2,Medium Risk,0.52277668,Medium,2/9/2024,Stable,Adequate,Structural Hotspot
850,South Estate 102,Plateau,Nigeria,35862,93,11.72,1,17,9,4,73.2,46,21,23,1,48,2023,High,Yes,16.1,High Risk,0.690872686,High,2/11/2023,Stable,Adequate,Structural Hotspot
851,North Gate 104,Borno,Nigeria,40487,101,12.69,1,17,8,6,47.2,54,19,27,4,35,2023,High,Yes,17.55,High Risk,0.751698045,Critical,17/06/2023,Stable,Adequate,Standard
852,Old Park 162,Imo,Nigeria,27433,693,10.35,1,14,7,6,79.8,47,42,11,4,50,2024,High,No,15.2,High Risk,0.664897545,High,17/02/2024,Stable,Adequate,Standard
853,Old District 113,Kaduna,Nigeria,42359,314,13.75,1,16,8,5,29.4,47,25,0,2,45,2024,High,Yes,15.9,High Risk,0.686809601,High,14/03/2024,Stable,Adequate,Standard
854,West Quarter 193,Enugu,Nigeria,32786,186,10.81,1,17,7,3,54.7,35,37,30,1,55,2024,High,Yes,13.7,Medium Risk,0.585220772,Medium,21/06/2024,Stable,Adequate,Standard
855,East Village 88,Lagos,Nigeria,33763,558,11.06,2,10,7,2,8.3,23,53,36,6,80,2024,Medium,No,9.2,Medium Risk,0.415870085,Low,13/10/2024,Stable,Adequate,Standard
856,Old Gate 134,Plateau,Nigeria,31782,129,9.35,2,15,7,7,25.6,53,35,10,4,48,2024,High,Yes,16.7,High Risk,0.72715441,Critical,3/4/2024,Stable,Adequate,Standard
857,Old District 137,Kaduna,Nigeria,33929,171,9.98,1,17,8,4,36.9,40,41,32,3,45,2024,High,No,14.95,High Risk,0.652355939,High,3/1/2024,Stable,Adequate,Standard
858,East Village 135,FCT,Nigeria,51161,365,17.74,2,8,2,1,11,24,31,45,3,85,2024,Medium,No,7.15,Medium Risk,0.243180518,Low,2/2/2024,Stable,Adequate,Standard
859,West Gate 125,Rivers,Nigeria,27552,81,7.04,1,16,5,4,22.8,37,29,16,3,65,2022,High,Yes,13.4,Medium Risk,0.561061993,Medium,5/4/2022,Stable,Adequate,Standard
860,Old Quarter 140,Rivers,Nigeria,51026,217,18.81,1,11,6,3,66.4,29,50,12,1,65,2024,High,Yes,10.45,Medium Risk,0.455399678,Low,3/4/2024,Stable,Underserved,Standard
861,Old Gate 162,Akwa Ibom,Nigeria,88744,135,26.3,1,13,7,3,70.6,38,25,44,2,52,2024,High,No,12.75,Medium Risk,0.532245943,Medium,18/04/2024,Stable,Underserved,Standard
862,Central Gate 136,Kaduna,Nigeria,30824,150,11.48,1,16,10,7,27.5,56,23,19,1,45,2024,High,Yes,18.25,High Risk,0.818448357,Critical,7/2/2024,Stable,Adequate,Standard
863,Central Quarter 45,Kaduna,Nigeria,25965,257,7.28,1,15,7,5,50,43,37,4,3,45,2023,High,Yes,14.7,High Risk,0.638338621,High,1/1/2023,Stable,Adequate,Standard
864,North Park 28,Akwa Ibom,Nigeria,52406,156,14.66,1,16,7,3,54.4,35,39,12,4,52,2024,High,Yes,13.35,Medium Risk,0.57000338,Medium,14/03/2024,Stable,Adequate,Standard
865,East Park 87,Bauchi,Nigeria,49730,349,18.13,1,17,5,4,53.3,44,19,0,1,40,2023,High,No,14.8,High Risk,0.594700437,Medium,27/12/2023,At Risk,Underserved,Standard
866,Old Market 34,Kano,Nigeria,55183,200,21.29,1,13,8,3,68.4,27,51,2,3,50,2024,High,Yes,11.35,Medium Risk,0.526025848,Medium,21/12/2024,Stable,Underserved,Standard
867,South Park 78,Kano,Nigeria,73301,110,23.46,1,16,8,5,46.5,40,45,21,3,50,2024,High,Yes,14.85,High Risk,0.668388548,High,19/04/2024,Stable,Underserved,Standard
868,East District 36,Plateau,Nigeria,68130,326,20.01,2,14,7,2,45.2,37,10,9,1,48,2023,High,Yes,12.7,Medium Risk,0.513581756,Medium,28/12/2023,Stable,Adequate,Standard
869,Old Park 176,Kaduna,Nigeria,30224,548,10.16,1,19,8,5,77.7,48,19,35,2,45,2024,High,Yes,17.1,High Risk,0.735093353,Critical,8/4/2024,Stable,Adequate,Structural Hotspot
870,East Estate 181,Kano,Nigeria,28658,53,8.26,1,18,8,3,21,44,12,40,1,50,2023,High,Yes,15.65,High Risk,0.646849646,High,3/11/2023,Stable,Adequate,Standard
871,New Area 158,Plateau,Nigeria,34875,104,8.78,1,16,8,4,75.3,44,31,24,1,48,2023,High,Yes,15.2,High Risk,0.647664864,High,12/11/2023,Stable,Adequate,Structural Hotspot
872,East Village 30,Kano,Nigeria,95183,394,30.39,1,14,11,6,67.5,53,20,27,2,50,2024,High,Yes,17.1,High Risk,0.77159611,Critical,5/11/2024,Stable,Underserved,Standard
873,North District 38,Plateau,Nigeria,55112,318,16.08,1,15,8,3,23.2,39,22,35,1,48,2022,High,Yes,13.85,Medium Risk,0.588039578,Medium,9/7/2022,Stable,Underserved,Standard
874,South District 198,Rivers,Nigeria,45976,203,15.36,1,12,4,3,37.7,34,46,24,3,65,2024,High,Yes,11.05,Medium Risk,0.438320418,Low,19/05/2024,Stable,Underserved,Standard
875,West Village 17,Oyo,Nigeria,25755,144,7.61,2,14,6,2,41.6,28,47,20,6,60,2023,High,Yes,11.1,Medium Risk,0.467170273,Low,10/11/2023,Stable,Adequate,Standard
876,South Quarter 163,Akwa Ibom,Nigeria,30222,106,8.23,1,16,7,4,70.3,32,54,24,4,52,2023,High,Yes,13.15,Medium Risk,0.593358644,Medium,18/11/2023,Stable,Adequate,Structural Hotspot
877,New Quarter 64,Enugu,Nigeria,27946,234,8.03,1,16,6,3,35.9,36,27,16,3,55,2024,High,Yes,13.25,Medium Risk,0.549907687,Medium,21/07/2024,Stable,Adequate,Standard
878,Old District 66,Lagos,Nigeria,47511,493,17.25,2,8,3,1,18.1,16,52,38,5,80,2023,Medium,No,6.2,Low Risk,0.244855159,Low,9/10/2023,Stable,Adequate,Standard
879,North Park 117,Kaduna,Nigeria,32578,420,12.88,1,19,7,4,59.8,40,30,27,1,45,2024,High,Yes,15.4,High Risk,0.660063449,High,12/12/2024,Stable,Adequate,Standard
880,North Gate 149,Bauchi,Nigeria,51189,169,14.05,1,16,9,6,62.3,47,41,23,5,40,2024,High,Yes,16.4,High Risk,0.740786873,Critical,28/02/2024,At Risk,Adequate,Structural Hotspot
881,Old Area 63,Lagos,Nigeria,38534,505,12.22,2,7,4,0,17.1,13,53,26,2,80,2022,Medium,Yes,5.4,Low Risk,0.213220304,Low,15/04/2022,Stable,Adequate,Standard
882,New Gate 130,Plateau,Nigeria,30946,249,9.97,1,16,8,4,16.7,45,13,12,3,48,2023,High,Yes,15.35,High Risk,0.650296443,High,18/10/2023,Stable,Adequate,Standard
883,West Village 84,Borno,Nigeria,93403,226,27.41,1,17,8,5,70.8,51,10,24,2,35,2022,High,Yes,16.85,High Risk,0.712553308,Critical,3/5/2022,At Risk,Underserved,Structural Hotspot
884,New Area 100,Imo,Nigeria,27716,145,11.05,1,13,6,2,53.6,20,57,16,7,50,2024,High,Yes,9.55,Medium Risk,0.43090025,Low,20/11/2024,Stable,Adequate,Standard
885,New Market 163,Bauchi,Nigeria,30926,233,9.87,1,13,8,3,76.4,40,16,6,3,40,2024,High,No,13.3,Medium Risk,0.560236374,Medium,12/12/2024,At Risk,Adequate,Standard
886,South Market 133,Kaduna,Nigeria,20910,104,5.95,1,17,9,5,53.2,38,53,0,2,45,2024,High,No,15.15,High Risk,0.701070054,High,7/5/2024,Stable,Adequate,Standard
887,New Market 140,Rivers,Nigeria,26194,142,8.38,1,16,6,4,19.1,38,37,32,3,65,2023,High,Yes,13.8,Medium Risk,0.586420845,Medium,1/3/2023,Stable,Adequate,Standard
888,Old Quarter 123,Kano,Nigeria,61004,441,22,1,13,7,4,54.9,45,10,7,4,50,2024,High,Yes,14.05,High Risk,0.581916996,Medium,12/10/2024,Stable,Underserved,Standard
889,North Village 169,Oyo,Nigeria,38601,82,11.43,1,18,7,3,52.9,35,37,0,1,60,2024,High,Yes,14.05,High Risk,0.600438163,Medium,2/6/2024,Stable,Adequate,Standard
890,New Village 116,Imo,Nigeria,51083,106,19.25,1,18,7,3,66.8,35,31,0,5,50,2024,High,Yes,14.05,High Risk,0.600438163,Medium,16/04/2024,Stable,Underserved,Structural Hotspot
891,North Park 30,Oyo,Nigeria,25403,316,7.72,1,18,7,4,68.1,47,22,27,4,60,2024,High,Yes,16.1,High Risk,0.66326711,High,16/05/2024,Stable,Adequate,Structural Hotspot
892,West District 125,Kano,Nigeria,58941,121,17.44,1,17,6,2,34,30,25,21,1,50,2024,High,No,12.45,Medium Risk,0.518085604,Medium,10/4/2024,Stable,Underserved,Standard
893,Old District 171,Enugu,Nigeria,25335,215,11.16,1,17,5,4,45.2,41,18,26,6,55,2024,High,Yes,14.35,High Risk,0.5868057,Medium,28/05/2024,Stable,Adequate,Standard
894,Old Market 95,Kano,Nigeria,61457,431,22.81,1,18,9,5,59.3,42,32,35,4,50,2024,High,Yes,16.1,High Risk,0.726813761,Critical,12/3/2024,Stable,Underserved,Standard
895,West Quarter 62,Bauchi,Nigeria,20708,311,5.62,1,19,9,3,69.2,40,10,24,4,40,2022,High,No,15.65,High Risk,0.674267995,High,16/02/2022,At Risk,Adequate,Structural Hotspot
896,Old Market 105,Imo,Nigeria,31818,227,10.76,1,17,6,3,67.1,33,48,11,3,50,2024,High,No,13.15,Medium Risk,0.557230341,Medium,15/11/2024,Stable,Adequate,Structural Hotspot
897,New Village 58,Kaduna,Nigeria,28097,201,7.92,1,15,8,4,22.4,50,10,15,1,45,2024,High,Yes,15.75,High Risk,0.648236946,High,28/04/2024,Stable,Adequate,Standard
898,Old Market 167,Imo,Nigeria,33635,183,12.52,1,19,6,4,35,40,33,35,1,50,2023,High,Yes,15.15,High Risk,0.637336176,High,15/04/2023,Stable,Adequate,Standard
899,Old Estate 3,Borno,Nigeria,21586,273,5.32,1,18,8,5,65,41,45,6,3,35,2024,High,Yes,15.7,High Risk,0.70145491,High,13/08/2024,At Risk,Adequate,Structural Hotspot
900,South District 13,Kaduna,Nigeria,51261,109,12.73,1,15,5,4,50.6,36,45,27,1,45,2022,High,Yes,12.9,Medium Risk,0.543213023,Medium,3/6/2022,Stable,Adequate,Standard
901,Central Gate 24,Imo,Nigeria,36341,353,8.43,1,14,4,3,28.3,34,40,11,1,50,2023,High,No,11.75,Medium Risk,0.468755201,Low,2/2/2023,Stable,Adequate,Standard
902,New Quarter 88,Oyo,Nigeria,37367,209,9.91,1,12,3,1,38.4,23,37,17,4,60,2022,High,Yes,8.65,Medium Risk,0.324145777,Low,15/07/2022,Stable,Adequate,Standard
903,New District 46,Rivers,Nigeria,57629,224,21.09,1,12,7,3,35.7,26,57,17,5,65,2024,High,Yes,10.6,Medium Risk,0.485449605,Low,28/11/2024,Stable,Underserved,Standard
904,New Area 185,Bauchi,Nigeria,29157,220,9.58,1,21,8,4,16.9,35,31,39,4,40,2024,High,No,15.6,High Risk,0.70006761,High,15/02/2024,Stable,Adequate,Standard
905,Old Estate 126,Kano,Nigeria,29833,311,8.56,1,17,7,5,31,55,10,15,1,50,2024,High,Yes,17.2,High Risk,0.700352351,High,17/09/2024,Stable,Adequate,Standard
906,New Estate 95,FCT,Nigeria,47905,565,18.52,2,8,4,1,19,23,50,28,9,85,2022,Medium,Yes,7.5,Medium Risk,0.286003485,Low,3/7/2022,Stable,Adequate,Standard
907,East Area 14,Rivers,Nigeria,23454,248,7.24,2,7,3,2,54.4,25,66,23,4,65,2023,Medium,No,7.45,Medium Risk,0.284571978,Low,7/4/2023,Stable,Adequate,Standard
908,Old Village 112,Kano,Nigeria,20573,124,5.3,1,22,10,5,59.3,40,47,0,2,50,2024,High,Yes,17.45,High Risk,0.805147441,Critical,17/09/2024,Stable,Adequate,Standard
909,West Estate 77,FCT,Nigeria,84710,638,30.68,2,8,2,0,12.3,16,50,31,1,85,2024,Medium,No,5.7,Low Risk,0.190877886,Low,16/09/2024,Stable,Adequate,Standard
910,West Market 189,Lagos,Nigeria,75532,788,23.23,1,13,5,2,13.8,29,38,27,5,80,2022,High,Yes,10.65,Medium Risk,0.431857187,Low,5/7/2022,Stable,Underserved,Standard
911,Old Park 4,Plateau,Nigeria,30150,291,10.44,1,16,7,6,29.1,40,61,10,2,48,2023,High,Yes,14.85,High Risk,0.676911275,High,18/02/2023,Stable,Adequate,Standard
912,West Gate 174,Lagos,Nigeria,41743,459,12.18,1,8,3,3,12.9,16,96,47,6,80,2024,Medium,No,6.7,Low Risk,0.307355159,Low,23/05/2024,Stable,Adequate,Standard
913,Old Market 135,Rivers,Nigeria,33442,161,11.01,2,10,3,2,43.3,28,37,5,5,65,2024,Medium,No,8.95,Medium Risk,0.338118889,Low,9/5/2024,Stable,Adequate,Standard
914,New Park 50,Kano,Nigeria,65777,146,21.03,1,14,7,4,76.8,33,35,27,1,50,2024,High,Yes,12.6,Medium Risk,0.56555544,Medium,6/7/2024,Stable,Underserved,Standard
915,North Gate 9,Enugu,Nigeria,26686,390,9.42,1,14,7,4,51.4,34,48,6,3,55,2024,High,No,12.75,Medium Risk,0.568187019,Medium,12/11/2024,Stable,Adequate,Standard
916,Old District 105,Enugu,Nigeria,30076,299,9.84,2,10,6,3,79,38,24,5,1,55,2024,Medium,No,11.45,Medium Risk,0.463866497,Low,2/11/2024,Stable,Adequate,Standard
917,East Market 171,Plateau,Nigeria,50792,124,17.03,1,18,9,4,54.2,37,43,3,3,48,2024,High,Yes,15.1,High Risk,0.682405866,High,11/10/2024,Stable,Underserved,Standard
918,West Estate 30,Enugu,Nigeria,17912,111,5.76,1,15,6,3,74.7,27,53,33,4,55,2023,High,Yes,11.55,Medium Risk,0.511006085,Medium,13/06/2023,Stable,Adequate,Standard
919,South Area 73,FCT,Nigeria,50403,1245,18.66,2,9,2,2,22.1,21,61,42,5,85,2023,Medium,No,7.3,Medium Risk,0.281753172,Low,20/07/2023,Stable,Adequate,Standard
920,South Gate 127,Oyo,Nigeria,36571,330,11.88,1,15,6,3,31.3,37,33,6,4,60,2024,High,Yes,13.05,Medium Risk,0.537321874,Medium,7/6/2024,Stable,Adequate,Standard
921,West Park 140,Kano,Nigeria,76051,241,26.57,1,16,7,2,69,28,32,28,4,50,2024,High,Yes,12.05,Medium Risk,0.520332328,Medium,23/04/2024,Stable,Underserved,Structural Hotspot
922,West Village 66,Kano,Nigeria,33050,88,7.08,1,16,7,4,57.1,44,15,0,5,50,2024,High,No,14.95,High Risk,0.624937591,Medium,26/09/2024,Stable,Adequate,Standard
923,Central Gate 56,Plateau,Nigeria,19670,156,5.51,1,15,7,4,58.3,47,15,10,1,48,2024,High,No,15.05,High Risk,0.617614937,Medium,2/9/2024,Stable,Adequate,Standard
924,North Estate 118,Oyo,Nigeria,33442,224,11.68,1,14,8,4,77.9,26,71,33,3,60,2023,High,Yes,11.8,Medium Risk,0.56986166,Medium,6/5/2023,Stable,Adequate,Standard
925,West Park 196,FCT,Nigeria,74308,484,21.77,2,6,3,0,21.2,9,85,23,5,85,2023,Medium,No,4.2,Low Risk,0.164749324,Low,14/06/2023,Stable,Adequate,Standard
926,Old Area 102,Kaduna,Nigeria,34149,416,11.42,1,18,7,5,19.7,47,21,6,6,45,2022,High,No,16.35,High Risk,0.69451711,High,18/11/2022,Stable,Adequate,Standard
927,North Park 55,Lagos,Nigeria,90229,465,24.77,1,10,3,2,21.5,15,81,31,5,80,2023,Medium,Yes,7,Low Risk,0.303908363,Low,24/12/2023,Stable,Underserved,Standard
928,Old Area 75,Plateau,Nigeria,36596,144,15.3,1,16,8,4,43.5,34,42,16,6,48,2024,High,Yes,13.7,Medium Risk,0.621349074,Medium,6/4/2024,Stable,Underserved,Standard
929,South Park 93,Plateau,Nigeria,16236,229,5,1,17,8,3,66.8,37,31,27,2,48,2022,High,Yes,14.25,High Risk,0.613211202,Medium,2/8/2022,Stable,Adequate,Structural Hotspot
930,New Quarter 90,Oyo,Nigeria,27419,133,8.45,1,14,6,5,19.3,52,10,13,1,60,2024,High,No,15.45,High Risk,0.624078167,Medium,17/06/2024,Stable,Adequate,Standard
931,Old Park 70,FCT,Nigeria,61983,319,20.13,2,8,4,2,12.7,23,50,25,2,85,2023,Medium,Yes,7.75,Medium Risk,0.317253485,Low,18/02/2023,Stable,Adequate,Standard
932,West Area 182,Kano,Nigeria,89120,116,27.29,1,20,10,4,65.3,35,53,22,5,50,2023,High,Yes,15.75,High Risk,0.730304764,Critical,10/3/2023,Stable,Underserved,Structural Hotspot
933,New Area 61,Lagos,Nigeria,95682,562,28.62,1,14,6,2,19.7,27,49,31,5,80,2024,High,Yes,10.95,Medium Risk,0.464538694,Low,3/2/2024,Stable,Underserved,Standard
934,Central Park 76,Rivers,Nigeria,23765,140,6.33,1,13,5,3,35.2,33,36,0,7,65,2022,High,No,11.5,Medium Risk,0.473633503,Low,21/07/2022,Stable,Adequate,Standard
935,Old Park 3,Kano,Nigeria,40998,140,11.99,1,16,9,4,71.8,39,30,11,1,50,2024,High,Yes,14.7,High Risk,0.657234242,High,16/07/2024,Stable,Adequate,Structural Hotspot
936,New Estate 117,Bauchi,Nigeria,100710,84,34.11,2,15,7,3,18.8,43,10,19,2,40,2024,High,Yes,14.2,High Risk,0.575838621,Medium,18/07/2024,Stable,Adequate,Standard
937,East District 122,Kaduna,Nigeria,67009,333,20.43,1,15,8,3,53.7,42,10,27,4,45,2022,High,No,14.3,High Risk,0.595934315,Medium,12/9/2022,Stable,Underserved,Standard
938,West District 165,Kano,Nigeria,74982,114,22.85,1,17,6,5,16.7,46,45,33,2,50,2023,High,Yes,15.6,High Risk,0.653940867,High,22/08/2023,Stable,Underserved,Standard
939,Central Village 109,FCT,Nigeria,46673,404,17.88,2,5,1,1,13.3,23,28,35,1,85,2024,Medium,No,5.7,Low Risk,0.172169492,Low,11/10/2024,Stable,Adequate,Standard
940,North District 159,Bauchi,Nigeria,38165,152,11.71,1,19,9,4,47.5,40,33,19,2,40,2023,High,Yes,15.9,High Risk,0.705517995,High,8/6/2023,Stable,Adequate,Standard
941,South Market 64,Plateau,Nigeria,44144,196,14.54,1,16,6,4,33.4,44,13,11,5,48,2023,High,Yes,14.7,High Risk,0.602210318,Medium,7/3/2023,Stable,Adequate,Standard
942,New Estate 25,Kaduna,Nigeria,37370,135,12.87,1,14,7,3,28.4,41,14,45,4,45,2024,High,No,13.55,Medium Risk,0.555358072,Medium,9/7/2024,Stable,Adequate,Standard
943,West Village 45,Plateau,Nigeria,30563,325,9.48,1,18,7,3,71.5,34,32,32,3,48,2024,High,Yes,13.9,Medium Risk,0.597806584,Medium,1/10/2024,Stable,Adequate,Structural Hotspot
944,Old Gate 110,Plateau,Nigeria,50561,115,16.13,1,17,8,6,21.1,47,32,22,3,48,2023,High,No,16.5,High Risk,0.733276992,Critical,17/09/2023,Stable,Underserved,Standard
945,West Park 176,Enugu,Nigeria,38112,117,14.11,1,14,6,2,19.7,31,25,25,5,55,2024,High,No,11.55,Medium Risk,0.475065009,Low,27/03/2024,Stable,Adequate,Standard
946,West District 195,Bauchi,Nigeria,68681,205,18.65,1,16,11,6,20.9,54,19,27,3,40,2022,High,Yes,17.95,High Risk,0.804662471,Critical,21/03/2022,Stable,Underserved,Standard
947,New Area 180,Lagos,Nigeria,76273,688,23.08,2,10,4,2,23.7,19,66,15,2,80,2024,Medium,No,7.85,Medium Risk,0.337161951,Low,11/4/2024,Stable,Adequate,Standard
948,Old Park 132,Lagos,Nigeria,75472,598,24.93,1,13,6,3,9.5,31,45,39,5,80,2022,High,Yes,11.45,Medium Risk,0.491097618,Low,27/12/2022,Stable,Underserved,Standard
949,West Gate 87,Plateau,Nigeria,33078,367,9.67,1,16,6,4,78.2,38,35,20,2,48,2024,High,Yes,13.8,Medium Risk,0.586420845,Medium,21/10/2024,Stable,Adequate,Structural Hotspot
950,West Estate 175,Imo,Nigeria,20897,150,6.05,1,17,8,5,22.8,48,29,26,7,50,2024,High,Yes,16.4,High Risk,0.704658571,High,3/9/2024,Stable,Adequate,Standard
951,New Market 82,Oyo,Nigeria,45646,149,12.41,2,10,4,2,24,26,57,22,1,60,2024,Medium,Yes,8.9,Medium Risk,0.355583004,Low,13/12/2024,Stable,Adequate,Standard
952,East Market 68,Kano,Nigeria,33575,256,11.64,1,18,8,5,27,50,20,34,7,50,2023,High,No,17.05,High Risk,0.72513912,Critical,26/10/2023,Stable,Adequate,Standard
953,New Gate 58,Bauchi,Nigeria,55763,229,18.82,1,17,10,4,74.5,48,14,10,2,40,2022,High,Yes,16.65,High Risk,0.718863116,Critical,2/11/2022,At Risk,Underserved,Structural Hotspot
954,New Quarter 101,Plateau,Nigeria,87184,319,27.07,1,17,8,4,32.6,37,33,25,1,48,2024,High,Yes,14.5,High Risk,0.644461202,High,10/5/2024,Stable,Underserved,Standard
955,South Quarter 60,Bauchi,Nigeria,35726,592,11.18,1,17,7,3,66.2,35,28,25,1,40,2023,High,No,13.7,Medium Risk,0.585220772,Medium,28/04/2023,At Risk,Adequate,Structural Hotspot
956,New District 177,Plateau,Nigeria,83643,218,24.7,1,16,7,5,33.1,45,30,47,3,48,2022,High,Yes,15.35,High Risk,0.65881917,High,3/7/2022,Stable,Underserved,Standard
957,North Quarter 146,Plateau,Nigeria,15088,115,5,1,17,8,4,18.5,34,47,23,3,48,2023,High,Yes,14.05,High Risk,0.636566466,High,21/01/2023,Stable,Adequate,Standard
958,East Market 193,Plateau,Nigeria,26068,259,9.66,1,14,6,3,47.9,31,49,22,3,48,2024,High,No,11.8,Medium Risk,0.506315009,Medium,10/3/2024,Stable,Adequate,Standard
